timestamp,token_id,side,entry_price,exit_price,size,holding_time_seconds,pnl,pnl_pct,slippage
2026-01-16T18:22:18.538706,102840357393246503789233440363047958626513435102333390352758392493410221404886,SELL,0.500344,0.498016,10.000000,8.36,-0.023279,-0.004653,0.003968
2026-01-17T10:28:01.102023,19191584461754634117575190787207756957661493058034015192815277009556020429984,BUY,0.503231,,10.000000,,0,0,0
2026-01-17T10:42:02.122626,88392559791928647247707065990383807833187617546934484841437479071077968003496,BUY,0.501504,,10.000000,,0,0,0
2026-01-19T00:59:48.030029,47822321885184350323187937855117940754154858624206730490946477008810571927569,BUY,0.502197,,10.000000,,0,0,0
2026-01-23T19:03:41.030903,79818575899888415125095243166665428811509383409304756434651920547314993701547,SELL,0.503075,0.496547,50.000000,556.59,-0.326393,-0.012976,0.006906
2026-01-23T19:03:41.031607,79818575899888415125095243166665428811509383409304756434651920547314993701547,SELL,0.503075,0.497667,50.000000,556.59,-0.270409,-0.010750,0.004667
2026-02-04T15:44:02.960340,56939975354522124630372790272167709896845973670507351565733038917776445974228,SELL,0.501579,0.495992,20.000000,1389.72,-0.111725,-0.011137,0.008016
2026-02-06T00:17:57.092439,45107307124266806059034914973552065263644493042740839934783244190984840243539,SELL,0.503248,0.498009,20.000000,77457.06,-0.104792,-0.010412,0.003983
2026-02-06T07:37:42.246959,50775391152661914293517407585741452495945519387544501314443804888955498282946,SELL,0.502164,0.496658,20.000000,141450.26,-0.110117,-0.010964,0.006683
